Seaweed,energy,38
Soft drink,energy,37
Soup,energy,67
Soup cream of,energy,58
Spinach,energy,23
Sprouts,energy,23
Stew,energy,90
Sugar,energy,387
Sushi,energy,96
Sweet potato,energy,107
Syrup,energy,263
Table fat,energy,625
Tamarind,energy,239
Tangelo,energy,47
Tangerine,energy,53
Tomato soup,energy,33
Tomatoes,energy,18
Tortilla,energy,301
Turkey,energy,139
Turnip,energy,28
Vegetable oil,energy,886
Venison/deer,energy,190
Vodka,energy,231
Watercress,energy,11
Watermelon,energy,30
Whiskey,energy,250
White potato,energy,104
Wine table red,energy,85
Wine table white,energy,82
